#{"t_start": 1620252658.3198366, "env_id": "seir-v0"}
r,l,t
-0.062706,25,2.706076
-0.061572,25,5.20989
-0.062534,25,7.63171
-0.224821,25,9.617332
-0.319108,25,11.881333
-0.371422,25,13.806745
-0.076637,25,15.224478
-0.065793,25,16.747722
-0.081609,25,18.200984
-0.064627,25,20.664487
-0.134685,25,22.586236
-0.046751,25,24.651423
-0.04289,25,26.694238
-0.050098,25,29.054999
-0.248345,25,31.265067
-0.060266,25,33.215842
-0.149637,25,35.735918
-0.12093,25,37.422095
-0.089052,25,39.392479
-0.376525,25,41.096094
-0.52793,25,42.686401
-0.026784,25,44.20124
-0.053578,25,45.750568
-0.072697,25,47.659216
-0.073589,25,49.353956
-0.319445,25,51.137058
-0.027852,25,53.349781
-0.231561,25,56.141167
-0.153185,25,58.662434
-0.131349,25,61.069518
-0.114901,25,63.760117
-0.424507,25,66.547499
-0.090187,25,69.220691
-0.078781,25,71.982208
-0.062259,25,74.073068
-0.133857,25,76.871484
-0.052912,25,79.465458
-0.099779,25,81.531831
-0.041173,25,83.948578
-0.104698,25,85.691411
-0.049421,25,87.933333
-0.675476,25,89.443697
-0.073551,25,90.920923
-0.477554,25,92.41894
-0.644649,25,93.990575
-0.133202,25,95.469894
-0.059757,25,97.057006
-0.180527,25,98.538773
-0.31747,25,100.106106
-0.249276,25,101.6014
-0.266138,25,103.238935
-0.239611,25,104.853488
-0.101586,25,106.392395
-0.138475,25,108.002011
-0.150592,25,109.435574
-0.578082,25,110.954302
-0.171593,25,112.403105
-0.418385,25,113.948573
-0.111789,25,115.374012
-0.325468,25,117.147038
-0.121493,25,119.775914
-0.042202,25,121.610993
-0.358305,25,124.267842
-0.111466,25,127.102206
-0.033885,25,129.199465
-0.453473,25,130.88742
-0.045284,25,132.698842
-0.067714,25,134.379871
-0.449658,25,136.796929
-0.104989,25,139.135327
-0.190483,25,141.060703
-0.074253,25,143.65169
-0.091146,25,146.151076
-0.615348,25,147.978664
-0.235366,25,150.458369
-0.400195,25,153.036857
-0.062101,25,155.506278
-0.027644,25,157.259506
-0.228826,25,159.503004
-0.446431,25,162.368599
-0.135529,25,164.185978
-0.083252,25,171.296989
-0.255161,25,174.004389
-0.373655,25,175.763235
-0.210593,25,178.107292
-0.350675,25,180.037211
-0.029766,25,181.798346
-0.138146,25,183.982959
-0.09931,25,186.828672
-0.131908,25,189.000623
-0.207349,25,191.628308
-0.0617,25,194.128821
-0.201124,25,196.681257
-0.112028,25,199.418707
-0.046159,25,202.219896
-0.371336,25,204.9355
-0.095482,25,207.001773
-0.054186,25,208.857194
-0.145866,25,211.09451
-0.338283,25,213.948708
-0.233314,25,216.152277
-0.106572,25,218.20613
-0.282398,25,220.917559
-0.433773,25,223.740366
-0.474706,25,225.736984
-0.073454,25,227.763856
-0.132177,25,230.008537
-0.055705,25,233.059609
-0.066603,25,234.880455
-0.380244,25,236.714182
-0.113663,25,238.505699
-0.047633,25,240.494114
-0.365817,25,242.217866
-0.096788,25,243.882637
-0.098115,25,245.619483
-0.091072,25,247.287015
-0.106768,25,249.01877
-0.058864,25,250.846863
-0.091717,25,252.872327
-0.089997,25,255.160618
-0.064103,25,257.842366
-0.424139,25,260.542057
-0.043004,25,263.261949
-0.154484,25,265.716373
-0.218703,25,267.365112
-0.02879,25,269.694985
-0.075207,25,271.36689
-0.133409,25,273.102872
-0.027383,25,274.758139
-0.043676,25,276.818599
-0.191112,25,279.003633
-0.123648,25,280.89214
-0.074345,25,283.497837
-0.202983,25,285.765664
-0.158359,25,287.430804
-0.144204,25,289.520635
-0.496192,25,291.907099
-0.049868,25,294.701826
-0.063344,25,296.515427
-0.25875,25,298.579658
-0.111483,25,301.031054
-0.224116,25,304.139779
-0.152739,25,306.495934
-0.02954,25,309.224217
-0.054464,25,312.027857
-0.246033,25,314.666036
-0.071506,25,316.88047
-0.071839,25,319.60051
-0.030698,25,322.403389
-0.038157,25,325.128612
-0.121533,25,327.586472
-0.264754,25,330.390872
-0.527393,25,333.11392
-0.066854,25,335.04248
-0.183747,25,337.206106
-0.378996,25,339.628222
-0.051508,25,341.382396
-0.16418,25,343.371814
-0.119652,25,345.384252
-0.107101,25,347.592487
-0.051522,25,350.161556
-0.373208,25,352.527738
-0.081456,25,355.21848
-0.130259,25,361.199664
-0.188252,25,362.709328
-0.0608,25,364.457403
-0.034201,25,365.91341
-0.289789,25,367.301324
-0.060357,25,368.788638
-0.134446,25,370.191571
-0.063466,25,371.64539
-0.148264,25,373.08497
-0.03386,25,374.575548
-0.051978,25,375.963161
-0.105732,25,377.415015
-0.255768,25,378.915304
-0.168395,25,380.361743
-0.071602,25,381.916463
-0.068465,25,383.576053
-0.038465,25,385.663201
-0.074585,25,387.469862
-0.555627,25,389.379979
-0.055486,25,391.208962
-0.042874,25,393.968455
-0.298004,25,395.69553
-0.072452,25,397.429572
-0.284935,25,399.166213
-0.068467,25,400.83985
-0.129172,25,402.57831
-0.091113,25,404.241776
-0.041419,25,406.081061
-0.050891,25,407.974219
-0.166474,25,409.697033
-0.324043,25,411.356467
-0.113647,25,413.528575
-0.130839,25,415.186953
-0.623419,25,417.461609
-0.019535,25,419.852875
-0.052185,25,421.633788
-0.217685,25,423.534172
-0.048139,25,426.287384
-0.363074,25,428.698743
-0.079357,25,430.754685
-0.042818,25,432.991064
-0.419234,25,435.09733
-0.091895,25,437.918454
-0.237116,25,440.644516
-0.075324,25,443.453669
-0.11697,25,446.178811
-0.039566,25,448.752534
-0.056151,25,451.207162
-0.344391,25,453.155222
-0.162963,25,455.021271
-0.094554,25,457.339689
-0.207342,25,460.128171
-0.11523,25,462.43631
-0.030437,25,464.537072
-0.035172,25,466.930176
-0.020774,25,468.894459
-0.294583,25,470.835064
-0.14279,25,473.089476
-0.250447,25,475.532563
-0.023219,25,477.821018
-0.112095,25,480.020383
-0.151776,25,482.527319
-0.05391,25,484.660401
-0.101767,25,486.4346
-0.053382,25,488.237
-0.111747,25,490.549195
-0.032026,25,492.948997
-0.058177,25,495.138782
-0.089308,25,498.057777
-0.051702,25,499.944796
-0.03918,25,502.470834
-0.023915,25,505.100463
-0.456934,25,507.824911
-0.11614,25,510.26922
-0.030654,25,512.011902
-0.105248,25,514.550386
-0.389732,25,517.070928
-0.052889,25,518.938187
-0.044531,25,521.198503
-0.117159,25,523.468294
-0.117702,25,525.227674
-0.077181,25,527.063103
-0.058894,25,534.446575
-0.043957,25,537.28279
-0.033133,25,540.040072
-0.205913,25,542.402248
-0.110138,25,544.632685
-0.0499,25,546.633037
-0.303803,25,548.832925
-0.059475,25,550.825113
-0.202943,25,552.75572
-0.153868,25,554.44418
-0.077804,25,556.192029
-0.090646,25,557.874747
-0.118313,25,560.51671
-0.205848,25,562.735007
-0.15586,25,565.41241
-0.244258,25,567.721904
-0.025104,25,569.470488
-0.141481,25,571.342357
-0.114089,25,573.730198
-0.244591,25,575.773188
-0.119789,25,577.447938
-0.033673,25,579.189732
-0.155877,25,580.872588
-0.314795,25,583.012829
-0.134026,25,585.520339
-0.323798,25,588.33999
-0.02594,25,590.352834
-0.02537,25,593.084753
-0.271235,25,595.277186
-0.214051,25,597.662305
-0.047633,25,600.24528
-0.074284,25,602.134349
-0.071858,25,604.307436
-0.177262,25,606.457761
-0.017624,25,609.293216
-0.160147,25,611.867928
-0.046966,25,614.248878
-0.087715,25,616.469632
-0.056304,25,619.282929
-0.142739,25,621.857426
-0.142103,25,624.978169
-0.093448,25,627.514357
-0.371089,25,630.262908
-0.081535,25,632.651484
-0.076816,25,634.961416
-0.163489,25,637.236536
-0.122661,25,639.707454
-0.055705,25,642.347157
-0.062518,25,644.50518
-0.029655,25,647.281719
-0.030852,25,650.027983
-0.025624,25,651.977863
-0.209943,25,653.921522
-0.019817,25,656.14766
-0.2745,25,658.796284
-0.050911,25,660.958924
-0.132794,25,662.980056
-0.100057,25,664.439213
-0.043778,25,666.089695
-0.256741,25,667.703034
-0.258956,25,669.522648
-0.063095,25,670.96204
-0.213923,25,672.580865
-0.017924,25,674.095851
-0.043468,25,675.638536
-0.032848,25,677.335845
-0.03073,25,679.729435
-0.102945,25,681.671808
-0.066599,25,683.512768
-0.225734,25,686.253636
-0.173233,25,688.85917
-0.051378,25,691.343683
-0.020393,25,693.073303
-0.118712,25,694.882069
-0.117912,25,697.05822
-0.054262,25,699.833552
-0.118986,25,701.705825
-0.041976,25,703.827971
-0.023931,25,706.776283
-0.142468,25,708.887922
-0.044571,25,711.707731
-0.053712,25,714.542818
-0.255281,25,722.410264
-0.135583,25,724.318069
-0.241814,25,726.625496
-0.123435,25,728.463312
-0.018692,25,730.762326
-0.12148,25,732.483203
-0.044484,25,734.291497
-0.02067,25,737.129734
-0.022213,25,739.239477
-0.033965,25,741.208945
-0.176204,25,743.173079
-0.025878,25,745.099288
-0.017179,25,747.214964
-0.110725,25,749.112702
-0.073835,25,750.955365
-0.011237,25,753.305522
-0.082468,25,755.444358
-0.048809,25,757.479521
-0.087633,25,759.485478
-0.068406,25,761.16158
-0.080124,25,762.895289
-0.033655,25,764.575155
-0.138513,25,766.330039
-0.085921,25,768.510566
-0.163004,25,770.826247
-0.128293,25,773.135113
-0.121414,25,774.898696
-0.082881,25,776.574877
-0.189662,25,779.609117
-0.048209,25,782.333033
-0.08478,25,785.114532
-0.099012,25,787.440901
-0.087706,25,790.070168
-0.046409,25,792.933757
-0.162829,25,795.673274
-0.152287,25,798.369488
-0.029452,25,800.377717
-0.175226,25,802.726569
-0.086699,25,804.826916
-0.059111,25,806.77151
