#{"t_start": 1619729984.5512657, "env_id": "seir-v0"}
r,l,t
-0.155298,25,2.669512
-0.201816,25,5.346958
-0.195083,25,8.108869
-0.258932,25,10.116032
-0.329187,25,12.508432
-0.309325,25,14.470856
-0.187597,25,16.608617
-0.166563,25,19.132141
-0.235827,25,21.803199
-0.167119,25,24.563296
-0.220207,25,26.503341
-0.154722,25,28.768781
-0.1672,25,31.499407
-0.194565,25,34.315884
-0.220243,25,36.493421
-0.229532,25,38.252852
-0.220946,25,40.733248
-0.205766,25,42.582578
-0.249031,25,44.839631
-0.319839,25,46.595354
-0.414467,25,49.144519
-0.099668,25,51.536305
-0.161384,25,53.51182
-0.221542,25,55.664624
-0.219329,25,58.392637
-0.386221,25,59.867837
-0.106087,25,61.510401
-0.334648,25,63.159192
-0.214326,25,65.685113
-0.206945,25,68.171549
-0.1912,25,70.293933
-0.418309,25,72.626226
-0.16947,25,74.310931
-0.207541,25,76.009637
-0.209813,25,77.715827
-0.283186,25,79.602962
-0.17301,25,81.615376
-0.191462,25,84.376993
-0.123117,25,86.743946
-0.20527,25,89.46961
-0.194145,25,91.538804
-0.454182,25,94.029054
-0.21071,25,96.78286
-0.325766,25,98.979618
-0.477325,25,100.700078
-0.201637,25,102.685432
-0.235069,25,105.207723
-0.25046,25,107.649966
-0.293156,25,109.443204
-0.344427,25,111.101515
-0.285065,25,112.848755
-0.283657,25,115.365645
-0.251387,25,117.937944
-0.220973,25,120.316558
-0.213352,25,122.028866
-0.352792,25,124.469291
-0.305458,25,126.288503
-0.371926,25,127.970423
-0.281872,25,129.564641
-0.26199,25,131.44193
-0.198697,25,133.454378
-0.166818,25,135.492684
-0.357888,25,137.260721
-0.176539,25,139.252272
-0.121257,25,141.466639
-0.373598,25,143.626101
-0.147636,25,145.913332
-0.221369,25,148.46528
-0.380914,25,150.777588
-0.229918,25,153.15243
-0.263448,25,155.479894
-0.222398,25,157.886037
-0.183715,25,160.187814
-0.47258,25,162.522423
-0.214346,25,165.076185
-0.392185,25,167.052687
-0.165681,25,169.788636
-0.108947,25,171.810229
-0.266681,25,174.042994
-0.323756,25,175.837278
-0.272148,25,178.181236
-0.205437,25,185.485707
-0.262374,25,187.809111
-0.299963,25,190.251447
-0.209845,25,192.291633
-0.344999,25,194.043298
-0.092346,25,195.728608
-0.178967,25,197.963604
-0.205487,25,200.44494
-0.183236,25,202.321477
-0.302553,25,204.079893
-0.118354,25,206.33591
-0.218616,25,208.147263
-0.183369,25,210.89111
-0.136586,25,213.644173
-0.336519,25,215.866938
-0.15733,25,218.634968
-0.13448,25,221.176736
-0.175423,25,223.944542
-0.256965,25,225.926157
-0.205893,25,228.052875
-0.162845,25,230.20023
-0.289643,25,232.688933
-0.375048,25,235.152564
-0.335334,25,237.018509
-0.13008,25,238.818987
-0.149727,25,241.420627
-0.164964,25,243.576276
-0.088754,25,246.254518
-0.335902,25,248.759173
-0.223545,25,250.592538
-0.13254,25,252.650092
-0.324857,25,254.340235
-0.203479,25,256.016656
-0.187674,25,257.67795
-0.193076,25,259.435141
-0.138778,25,261.116624
-0.130032,25,263.029448
-0.155474,25,264.744172
-0.135798,25,267.237093
-0.218761,25,269.738183
-0.34991,25,271.980268
-0.096812,25,273.740696
-0.16949,25,276.211121
-0.25409,25,278.693582
-0.083338,25,281.377671
-0.217046,25,284.137447
-0.181,25,287.048633
-0.057907,25,289.211465
-0.118972,25,291.177481
-0.218981,25,293.079988
-0.189183,25,295.599691
-0.155802,25,297.773424
-0.238712,25,299.806561
-0.20775,25,302.318474
-0.236656,25,304.852071
-0.410875,25,306.985559
-0.163406,25,308.921766
-0.177541,25,311.455995
-0.264807,25,314.217402
-0.183534,25,316.734943
-0.299153,25,319.494756
-0.169602,25,322.170798
-0.068314,25,324.849826
-0.144201,25,327.372187
-0.263571,25,330.043861
-0.135577,25,332.580735
-0.107128,25,335.26021
-0.098597,25,337.095201
-0.127283,25,339.196524
-0.191479,25,341.7496
-0.254483,25,344.238559
-0.419593,25,346.914917
-0.122374,25,349.373675
-0.179875,25,351.976771
-0.373255,25,354.715791
-0.154373,25,356.39543
-0.247162,25,359.00623
-0.259021,25,361.18115
-0.186491,25,363.25979
-0.073617,25,364.904503
-0.313461,25,366.972594
-0.130756,25,368.592344
-0.201356,25,374.993656
-0.230476,25,377.681575
-0.137826,25,380.245552
-0.092307,25,382.915469
-0.240896,25,385.101866
-0.064741,25,387.858561
-0.226496,25,390.533103
-0.105577,25,392.996392
-0.194354,25,395.372317
-0.09215,25,397.681807
-0.100467,25,400.250164
-0.101721,25,401.954746
-0.271015,25,403.764926
-0.154419,25,405.763123
-0.112937,25,408.4356
-0.110731,25,410.957605
-0.059437,25,412.653097
-0.121191,25,415.33155
-0.450268,25,417.727662
-0.079052,25,419.83388
-0.095298,25,422.585365
-0.369931,25,425.274098
-0.092907,25,428.028866
-0.276038,25,430.540928
-0.108312,25,433.290524
-0.138568,25,435.387018
-0.128893,25,437.822786
-0.103388,25,440.266007
-0.096896,25,442.85483
-0.153411,25,445.183511
-0.254236,25,447.751148
-0.139455,25,449.711879
-0.155042,25,451.622911
-0.375467,25,454.023145
-0.064549,25,456.357201
-0.114886,25,459.427092
-0.255259,25,461.852778
-0.115235,25,464.623583
-0.409132,25,466.918076
-0.118238,25,468.670616
-0.059888,25,470.470577
-0.307082,25,472.877908
-0.103207,25,475.410861
-0.263347,25,477.136927
-0.118983,25,479.333715
-0.119505,25,481.393429
-0.065374,25,483.054677
-0.08556,25,484.650458
-0.357183,25,486.351265
-0.147822,25,487.91265
-0.131939,25,489.341983
-0.177683,25,490.668347
-0.146837,25,492.165501
-0.065617,25,493.664594
-0.095332,25,495.017378
-0.054217,25,497.439296
-0.311795,25,499.556634
-0.144936,25,501.641031
-0.253854,25,503.434954
-0.042019,25,505.17853
-0.125376,25,506.857458
-0.16288,25,509.347801
-0.07788,25,512.02602
-0.180973,25,514.694102
-0.084274,25,517.051482
-0.19057,25,519.814731
-0.04127,25,521.990782
-0.06085,25,524.216089
-0.171049,25,527.095685
-0.104652,25,529.024415
-0.062696,25,531.193077
-0.061256,25,533.209686
-0.379584,25,535.329596
-0.100367,25,537.615128
-0.071385,25,540.241059
-0.127146,25,542.769359
-0.392836,25,545.213593
-0.102865,25,547.51623
-0.105562,25,549.149617
-0.231815,25,551.009726
-0.110575,25,553.024319
-0.120312,25,555.401979
-0.089264,25,562.204448
-0.04924,25,563.924038
-0.045628,25,566.302807
-0.187853,25,568.063651
-0.105261,25,570.102398
-0.056207,25,572.589998
-0.286765,25,575.259343
-0.089434,25,577.305009
-0.211486,25,579.859586
-0.151824,25,582.318823
-0.099629,25,584.266434
-0.196583,25,586.252523
-0.162199,25,587.973731
-0.364358,25,589.88693
-0.264915,25,592.33239
-0.340599,25,594.197718
-0.037601,25,596.09653
-0.160449,25,598.525168
-0.106003,25,600.707433
-0.225608,25,602.170942
-0.144566,25,603.754592
-0.058979,25,606.377639
-0.196765,25,607.982075
-0.3296,25,609.652421
-0.183149,25,611.250301
-0.296729,25,612.923403
-0.055326,25,614.514688
-0.041789,25,616.298942
-0.360909,25,617.997365
-0.179052,25,619.758151
-0.070435,25,621.440766
-0.06771,25,623.573646
-0.06863,25,626.371405
-0.209023,25,629.20606
-0.035928,25,632.22685
-0.181265,25,633.685159
-0.052586,25,635.200876
-0.098161,25,636.630871
-0.070669,25,638.342824
-0.218951,25,639.745519
-0.18336,25,641.275885
-0.124349,25,642.746764
-0.458794,25,644.31805
-0.080324,25,645.726094
-0.221375,25,647.519031
-0.177795,25,649.080167
-0.201611,25,650.562051
-0.072306,25,652.026706
-0.070378,25,653.407966
-0.049889,25,654.967234
-0.039634,25,657.640383
-0.039535,25,659.590501
-0.263348,25,662.39839
-0.028128,25,664.171821
-0.302259,25,666.730188
-0.081587,25,668.535979
-0.290903,25,670.127142
-0.116655,25,671.782209
-0.053636,25,674.181109
-0.384381,25,675.989111
-0.327649,25,678.318091
-0.078012,25,680.490574
-0.321179,25,682.72092
-0.025999,25,685.393853
-0.040045,25,688.150397
-0.049174,25,689.815277
-0.043287,25,691.543636
-0.087233,25,693.831496
-0.16299,25,696.581764
-0.314523,25,699.264371
-0.193829,25,702.020883
-0.069473,25,703.966903
-0.041254,25,706.442229
-0.182174,25,709.212345
-0.129933,25,711.879895
-0.062778,25,714.156908
-0.119039,25,716.271672
-0.065043,25,718.688734
-0.031491,25,720.013793
-0.138466,25,722.366516
-0.0564,25,724.066299
-0.100774,25,725.953805
-0.272054,25,733.049947
-0.192493,25,735.151313
-0.292928,25,737.501592
-0.123653,25,739.743572
-0.023787,25,742.513627
-0.176566,25,744.566735
-0.039698,25,747.257538
-0.025262,25,749.393206
-0.044742,25,750.812538
-0.037947,25,752.149909
-0.336439,25,753.640112
-0.038255,25,755.024155
-0.019482,25,756.516608
-0.110154,25,757.981544
-0.19196,25,759.67621
-0.020966,25,761.390864
-0.070942,25,763.025845
-0.04713,25,764.752168
-0.255072,25,766.636524
-0.078443,25,768.614895
-0.098601,25,770.69806
-0.040416,25,773.282128
-0.178744,25,775.137346
-0.082679,25,777.640134
-0.215218,25,780.415663
-0.137435,25,782.111267
-0.120071,25,783.88543
-0.088795,25,786.756654
-0.276614,25,790.240657
-0.057269,25,792.625931
-0.084387,25,794.29711
-0.115136,25,795.895119
-0.109413,25,797.961106
-0.053045,25,800.296402
-0.151592,25,802.322329
-0.316977,25,804.553899
-0.02997,25,806.522367
-0.354753,25,809.246518
-0.09216,25,811.768857
-0.079504,25,813.749166
-0.081282,25,816.375649
-0.230205,25,819.115176
-0.041418,25,821.358579
-0.056368,25,824.02152
-0.118834,25,826.173177
-0.085217,25,828.922569
-0.038334,25,830.874128
-0.036175,25,833.127925
-0.180352,25,835.219114
-0.093178,25,837.546646
-0.031056,25,839.511826
-0.047845,25,841.76461
-0.187486,25,843.646152
-0.123244,25,845.494515
-0.16768,25,847.801762
-0.121817,25,850.468817
-0.053107,25,853.220221
-0.177186,25,855.879231
-0.250657,25,858.618999
-0.177489,25,860.331074
-0.039678,25,862.092772
-0.030283,25,864.677148
-0.115464,25,866.962052
-0.153846,25,868.907212
-0.324178,25,871.538865
-0.084096,25,874.91794
-0.041481,25,877.877011
-0.044698,25,880.270071
-0.049046,25,882.775024
-0.044697,25,884.782417
-0.076151,25,886.774994
-0.124103,25,889.128524
-0.086603,25,891.796407
-0.04386,25,893.922113
-0.051746,25,896.018744
-0.050746,25,898.171187
-0.080107,25,900.674514
-0.056466,25,902.685005
-0.182761,25,904.478842
-0.062565,25,907.012268
-0.058471,25,909.775596
-0.094939,25,912.077887
-0.030685,25,920.016033
-0.034506,25,921.788562
-0.055597,25,924.044433
-0.057048,25,926.100008
-0.035054,25,928.853343
-0.044822,25,931.614448
-0.264341,25,934.299441
-0.183716,25,936.551212
-0.016814,25,938.208539
-0.073704,25,939.983143
-0.146322,25,941.662254
-0.256227,25,943.561833
-0.264651,25,945.917681
-0.021443,25,948.106894
-0.029929,25,949.942591
-0.192482,25,952.107385
-0.036506,25,954.363051
-0.084596,25,957.077289
-0.151662,25,959.409129
-0.110004,25,961.607489
-0.231745,25,963.95583
-0.054658,25,966.631521
-0.056419,25,968.667911
-0.029553,25,970.38923
-0.047236,25,972.874998
-0.040886,25,975.180496
-0.089834,25,977.651925
-0.093528,25,979.935743
-0.067413,25,982.694001
-0.089918,25,985.197868
-0.040524,25,987.562838
-0.125965,25,989.33726
-0.146471,25,991.586982
-0.022488,25,993.711978
-0.156856,25,995.694958
-0.256406,25,997.604458
-0.072106,25,999.361218
-0.020447,25,1001.426595
-0.031297,25,1003.252455
-0.017882,25,1005.119608
-0.280311,25,1007.376247
-0.128017,25,1009.540395
-0.227329,25,1011.719225
-0.051281,25,1014.678603
-0.015771,25,1016.717841
-0.023794,25,1019.008436
-0.135704,25,1020.418545
-0.265934,25,1021.8546
-0.194126,25,1024.224091
-0.180717,25,1026.498181
-0.035554,25,1028.871186
-0.133038,25,1031.06006
-0.267386,25,1032.564151
-0.243937,25,1034.087487
-0.023878,25,1035.497039
-0.160452,25,1036.999639
-0.05602,25,1038.66391
-0.091797,25,1040.922424
-0.01526,25,1043.07062
-0.102275,25,1046.050656
-0.282776,25,1048.051963
-0.232596,25,1050.62637
-0.089313,25,1052.874864
-0.015533,25,1054.504499
-0.141138,25,1055.993535
-0.081066,25,1057.435609
-0.052696,25,1058.900027
-0.042646,25,1060.280097
-0.065876,25,1062.179862
-0.089607,25,1064.254225
-0.02933,25,1066.266205
-0.133303,25,1068.361203
-0.252952,25,1070.734218
-0.039547,25,1073.172565
-0.24861,25,1075.933279
-0.08665,25,1078.41582
-0.062828,25,1080.863884
-0.221042,25,1082.691265
-0.082973,25,1084.758331
-0.037619,25,1087.536098
-0.250367,25,1090.128019
-0.125675,25,1092.054196
-0.024541,25,1099.731966
-0.150222,25,1102.362455
-0.199902,25,1104.530277
-0.127927,25,1106.564847
-0.035084,25,1109.447393
-0.165627,25,1111.556856
-0.233715,25,1112.886504
-0.08262,25,1114.357325
-0.073798,25,1115.782405
-0.205288,25,1117.354558
-0.091237,25,1118.954908
-0.022166,25,1120.442543
-0.032777,25,1122.443655
-0.086654,25,1123.733046
-0.222926,25,1125.179873
-0.242925,25,1126.922331
-0.026729,25,1128.404962
-0.197057,25,1129.760922
-0.143613,25,1131.2233
-0.047545,25,1132.575689
-0.239341,25,1134.037529
-0.021773,25,1136.263698
-0.182606,25,1138.099179
-0.020109,25,1140.091072
-0.026745,25,1142.273763
-0.025351,25,1144.420806
-0.217534,25,1146.408828
-0.021598,25,1148.791485
-0.200772,25,1151.041875
-0.031309,25,1153.462879
-0.043189,25,1155.614671
-0.218972,25,1157.467327
-0.011107,25,1160.140271
-0.037998,25,1162.596289
-0.249119,25,1165.271733
-0.242406,25,1167.479839
-0.147361,25,1169.990923
-0.197285,25,1171.725914
-0.02948,25,1173.505656
-0.069297,25,1175.48155
-0.062151,25,1177.694389
-0.18623,25,1179.597084
-0.056239,25,1181.302252
-0.166387,25,1183.705534
-0.178794,25,1185.836493
-0.031727,25,1188.39543
-0.08458,25,1190.08988
-0.03308,25,1191.770205
-0.036871,25,1193.496716
-0.119418,25,1195.630068
-0.03424,25,1197.839466
-0.078827,25,1200.241328
-0.037774,25,1202.474499
-0.039597,25,1204.470885
-0.083551,25,1206.277965
-0.099378,25,1208.783478
-0.232834,25,1211.4474
-0.222247,25,1214.186184
-0.04187,25,1216.340807
-0.056788,25,1218.638749
-0.238064,25,1221.042997
-0.075105,25,1223.185627
-0.025256,25,1225.22559
-0.011685,25,1226.731645
-0.230756,25,1229.252452
-0.106479,25,1231.003574
-0.185251,25,1232.99816
-0.227568,25,1235.29058
-0.081909,25,1237.562971
-0.064471,25,1239.771802
-0.125136,25,1241.681634
-0.082923,25,1243.441621
-0.23545,25,1245.272469
-0.232774,25,1247.63783
-0.233791,25,1249.739276
-0.058678,25,1252.506098
-0.04463,25,1254.515105
-0.071909,25,1256.724046
-0.15624,25,1258.43627
-0.128999,25,1260.618345
-0.023683,25,1262.226226
-0.128489,25,1263.98709
-0.034762,25,1271.262228
-0.047444,25,1272.781339
-0.024527,25,1274.291835
-0.217593,25,1275.665921
-0.147734,25,1277.154581
-0.027314,25,1278.571284
-0.042968,25,1280.065563
-0.215949,25,1281.481545
-0.223988,25,1283.078217
-0.007637,25,1284.517399
-0.122096,25,1286.01564
