#{"t_start": 1619654685.6857271, "env_id": "seir-v0"}
r,l,t
-0.254146,25,1.371997
-0.248168,25,2.706995
-0.252336,25,3.937999
-0.366438,25,4.993995
-0.511915,25,6.093998
-0.541222,25,7.146024
-0.232511,25,8.276995
-0.232563,25,9.488024
-0.175974,25,10.616024
-0.312707,25,11.660995
-0.260151,25,12.700998
-0.26134,25,13.806995
-0.212868,25,14.854995
-0.213249,25,15.962995
-0.264928,25,17.012995
-0.171697,25,18.126024
-0.266424,25,19.168995
-0.218492,25,20.278024
-0.263445,25,21.347995
-0.33928,25,22.443995
-0.352326,25,23.500996
-0.192072,25,24.609998
-0.218445,25,25.790029
-0.252286,25,26.988996
-0.232661,25,28.051995
-0.482959,25,29.160995
-0.225837,25,30.198995
-0.226658,25,31.294995
-0.267163,25,32.330024
-0.283296,25,33.452998
-0.237795,25,34.510024
-0.448898,25,35.64204
-0.263582,25,36.682024
-0.337344,25,37.808998
-0.268591,25,38.862997
-0.185329,25,39.897995
-0.200275,25,41.009998
-0.248031,25,42.051997
-0.273167,25,43.145996
-0.145113,25,44.203998
-0.216969,25,45.347998
-0.511549,25,46.521996
-0.206353,25,47.644995
-0.41691,25,48.696995
-0.488045,25,49.788995
-0.194359,25,50.836998
-0.242688,25,51.921995
-0.283052,25,53.020025
-0.441379,25,54.138998
-0.248478,25,55.214024
-0.273896,25,56.318998
-0.262153,25,57.385998
-0.299644,25,58.485998
-0.31258,25,59.523998
-0.306794,25,60.614995
-0.360287,25,61.699024
-0.265238,25,62.806997
-0.42381,25,63.844997
-0.237027,25,64.939999
-0.472459,25,65.999998
-0.25307,25,67.034995
-0.216792,25,68.161024
-0.485222,25,69.214023
-0.25428,25,70.322995
-0.196609,25,71.403024
-0.522793,25,72.524036
-0.188308,25,73.569024
-0.167717,25,74.682998
-0.343467,25,75.752997
-0.232053,25,76.867995
-0.31241,25,77.937998
-0.25994,25,79.053995
-0.268178,25,80.094995
-0.525947,25,81.210994
-0.410789,25,82.265995
-0.508568,25,83.402995
-0.189608,25,84.438995
-0.212492,25,85.544995
-0.343749,25,86.597995
-0.293864,25,87.702025
-0.178758,25,88.782997
-0.116783,25,90.978995
-0.28925,25,92.091024
-0.416606,25,93.211998
-0.215243,25,94.317
-0.397782,25,95.415994
-0.187476,25,96.514997
-0.199382,25,97.566998
-0.203047,25,98.689998
-0.269988,25,99.724998
-0.33826,25,100.818995
-0.194551,25,101.870999
-0.277388,25,103.090998
-0.162277,25,104.130998
-0.187792,25,105.23104
-0.397753,25,106.290997
-0.215784,25,107.409995
-0.117483,25,108.449995
-0.180257,25,109.575998
-0.31047,25,110.611995
-0.287707,25,111.712996
-0.338221,25,112.772997
-0.329204,25,113.886995
-0.443237,25,114.927994
-0.496632,25,116.029995
-0.17589,25,117.117998
-0.180158,25,118.226024
-0.154262,25,119.266994
-0.196257,25,120.37404
-0.343068,25,121.418994
-0.214942,25,122.453995
-0.182664,25,123.554996
-0.304443,25,124.598997
-0.262811,25,125.690998
-0.192973,25,126.742024
-0.22222,25,127.856994
-0.158145,25,128.904025
-0.117619,25,130.012997
-0.176145,25,131.053998
-0.156417,25,132.159995
-0.128677,25,133.267031
-0.382121,25,134.476995
-0.149738,25,135.512995
-0.172162,25,136.610996
-0.254869,25,137.681995
-0.189484,25,138.769994
-0.243033,25,139.816995
-0.160451,25,140.941004
-0.093596,25,141.969995
-0.151269,25,143.089025
-0.289011,25,144.139998
-0.187563,25,145.247025
-0.217526,25,146.307995
-0.186684,25,147.399994
-0.263005,25,148.435994
-0.184146,25,149.467994
-0.408528,25,150.572024
-0.20411,25,151.626997
-0.194838,25,152.739998
-0.414225,25,153.798023
-0.157525,25,154.911997
-0.253162,25,155.967024
-0.237766,25,157.063995
-0.161906,25,158.098995
-0.157379,25,159.180996
-0.291586,25,160.234995
-0.18378,25,161.324995
-0.128851,25,162.355996
-0.140181,25,163.449995
-0.091488,25,164.482995
-0.240957,25,165.586998
-0.259853,25,166.639995
-0.477813,25,167.780996
-0.253337,25,168.832995
-0.359541,25,169.935024
-0.465492,25,170.994995
-0.138724,25,172.092998
-0.170863,25,173.138998
-0.261878,25,174.241998
-0.227788,25,175.301025
-0.11159,25,176.511997
-0.400208,25,177.940995
-0.235389,25,179.062994
-0.188566,25,181.210994
-0.2885,25,182.283025
-0.159126,25,183.511999
-0.13253,25,184.560997
