#{"t_start": 1619659244.9192448, "env_id": "seir-v0"}
r,l,t
-0.189604,25,2.591998
-0.249371,25,4.601999
-0.242356,25,6.326059
-0.290992,25,7.972677
-0.422645,25,9.386675
-0.444159,25,10.730674
-0.227542,25,12.468632
-0.202643,25,14.02079
-0.290701,25,15.558887
-0.20577,25,16.990401
-0.259791,25,18.495438
-0.192064,25,20.011095
-0.208794,25,21.580845
-0.242997,25,23.114016
-0.247439,25,24.759483
-0.286394,25,26.33865
-0.256773,25,27.939726
-0.2446,25,29.505008
-0.309936,25,31.120772
-0.348849,25,32.512476
-0.466936,25,33.945477
-0.12435,25,35.365567
-0.199632,25,36.956265
-0.278201,25,38.752529
-0.271146,25,40.100994
-0.479455,25,41.815412
-0.132492,25,43.422371
-0.385333,25,45.01407
-0.25497,25,46.442979
-0.242838,25,47.915786
-0.222376,25,49.394988
-0.458551,25,50.874314
-0.201097,25,52.261614
-0.255157,25,53.703592
-0.261077,25,55.152473
-0.342377,25,56.558449
-0.214361,25,58.015706
-0.236624,25,59.423997
-0.151218,25,60.939425
-0.246906,25,62.360674
-0.242621,25,63.812041
-0.496059,25,65.389925
-0.259801,25,66.914932
-0.454048,25,68.548282
-0.520455,25,70.026395
-0.243868,25,71.49834
-0.29366,25,72.874772
-0.300358,25,74.286443
-0.365113,25,76.114475
-0.395174,25,77.749727
-0.329045,25,79.418431
-0.333182,25,80.855608
-0.309349,25,82.352403
-0.261896,25,83.893125
-0.238429,25,85.40833
-0.45705,25,86.87109
-0.359567,25,88.317552
-0.421177,25,89.772233
-0.345216,25,91.164429
-0.339358,25,92.617344
-0.237363,25,94.075664
-0.208412,25,95.419897
-0.436872,25,96.89239
-0.239342,25,98.305271
-0.150944,25,99.830136
-0.478418,25,101.265074
-0.1837,25,102.768666
-0.275432,25,104.240367
-0.438551,25,105.779261
-0.281041,25,107.253163
-0.320989,25,108.810023
-0.27529,25,110.24565
-0.220504,25,111.737983
-0.572124,25,113.356392
-0.244003,25,114.748018
