#{"t_start": 1619671665.3378024, "env_id": "seir-v0"}
r,l,t
-0.187453,25,1.881
-0.248867,25,3.829
-0.240424,25,5.566
-0.278061,25,6.944998
-0.366333,25,8.411001
-0.346951,25,9.735001
-0.225693,25,11.243998
-0.201087,25,12.516999
-0.288533,25,13.877001
-0.202966,25,15.203001
-0.252868,25,16.623997
-0.19122,25,17.974998
-0.208696,25,19.367999
-0.242824,25,20.695997
-0.224587,25,22.087
-0.286119,25,23.551998
-0.249237,25,24.974999
-0.238002,25,26.359997
-0.305199,25,27.785998
-0.318908,25,29.274999
-0.410504,25,30.648001
-0.124108,25,32.053028
-0.198187,25,33.469028
-0.273798,25,34.867001
-0.269123,25,36.352001
-0.435095,25,37.762997
-0.132288,25,39.144998
-0.375131,25,40.576997
-0.242305,25,41.966999
-0.236154,25,43.498028
-0.218786,25,44.856999
-0.432108,25,46.301998
-0.197847,25,47.702029
-0.252222,25,49.090026
-0.259777,25,50.492001
-0.336493,25,51.869999
-0.213537,25,53.352043
-0.227498,25,54.629999
-0.150726,25,56.031001
-0.241836,25,57.389026
-0.242474,25,58.992
-0.423783,25,60.305999
-0.257694,25,61.719998
-0.342249,25,63.377
-0.45864,25,65.019001
-0.231731,25,66.631
-0.293564,25,68.057001
-0.283741,25,69.451998
-0.315075,25,70.920998
-0.38328,25,72.356001
-0.305501,25,73.675001
-0.311405,25,75.129
-0.304332,25,76.551
-0.253507,25,77.998998
-0.235831,25,79.35601
-0.344954,25,80.809997
-0.353637,25,82.229997
-0.380716,25,83.618998
-0.34106,25,84.931998
-0.277778,25,86.414999
-0.229281,25,87.874999
-0.208377,25,89.233999
-0.38742,25,90.642998
-0.213647,25,91.909001
-0.150592,25,93.338
-0.396265,25,94.629001
-0.182483,25,96.215999
-0.273654,25,97.605999
-0.388206,25,99.015998
-0.275116,25,100.460001
-0.300226,25,101.987999
-0.273096,25,103.535002
-0.216796,25,104.909998
-0.480165,25,106.394998
-0.221089,25,107.795001
-0.423078,25,109.244998
-0.201767,25,110.643999
-0.136087,25,112.155
-0.288765,25,113.512999
-0.337743,25,114.912998
-0.324463,25,116.438999
-0.247637,25,122.154997
-0.272436,25,123.565
-0.315302,25,124.906999
-0.205098,25,126.243998
-0.34606,25,127.598997
-0.115175,25,128.987998
-0.202931,25,130.423998
-0.244848,25,131.874001
-0.209319,25,133.196997
-0.348385,25,134.747999
-0.136848,25,136.051
-0.235971,25,137.475998
-0.213676,25,138.830999
-0.170444,25,140.115997
-0.342717,25,141.562998
-0.179237,25,142.976027
-0.165857,25,144.467997
-0.175918,25,145.824998
-0.255904,25,147.274997
-0.205948,25,148.659997
-0.189495,25,150.069027
-0.311211,25,151.562998
-0.366331,25,153.029998
-0.373854,25,154.393997
-0.152282,25,155.820998
-0.162992,25,157.249998
-0.205417,25,158.667044
-0.099442,25,159.971
