#{"t_start": 1619652247.643049, "env_id": "seir-v0"}
r,l,t
-0.253296,25,1.324998
-0.24757,25,2.781013
-0.251219,25,3.906026
-0.356263,25,5.061
-0.47668,25,6.14303
-0.457945,25,7.29103
-0.231222,25,8.369026
-0.231094,25,9.512026
-0.174244,25,10.596027
-0.310127,25,11.733999
-0.254302,25,12.808999
-0.260668,25,13.947027
-0.212794,25,15.027026
-0.213111,25,16.110029
-0.247997,25,17.249027
-0.171478,25,18.327025
-0.260079,25,19.463028
-0.213604,25,20.550027
-0.253897,25,21.694026
-0.313336,25,22.779027
-0.317682,25,23.921026
-0.191906,25,25.006032
-0.217246,25,26.250034
-0.246371,25,27.370026
-0.231076,25,28.510026
-0.433305,25,29.596026
-0.225686,25,30.729027
-0.218441,25,31.812028
-0.25809,25,32.975026
-0.279782,25,34.054997
-0.233847,25,35.227027
-0.422483,25,36.341026
-0.260588,25,37.487027
-0.335193,25,38.569002
-0.267665,25,39.702027
-0.181308,25,40.797027
-0.199622,25,41.887026
-0.239462,25,43.029026
-0.272596,25,44.113028
-0.141317,25,45.248027
-0.216889,25,46.386
-0.447437,25,47.622026
-0.204715,25,48.711029
-0.319734,25,49.868026
-0.44156,25,50.961026
-0.182267,25,52.107028
-0.242611,25,53.190026
-0.269318,25,54.317026
-0.396587,25,55.405042
-0.24175,25,56.551026
-0.255524,25,57.639026
-0.242315,25,58.776
-0.296859,25,59.856026
-0.30641,25,60.996026
-0.301375,25,62.100028
-0.332395,25,63.247042
-0.260398,25,64.444026
-0.3893,25,65.587026
-0.233752,25,66.669026
-0.42433,25,67.828026
-0.246501,25,68.918
-0.216763,25,70.004027
-0.448643,25,71.138997
-0.214121,25,72.259033
-0.196406,25,73.626998
-0.437048,25,74.803996
-0.186577,25,76.034029
-0.166492,25,77.131
-0.304899,25,78.274
-0.226508,25,79.351997
-0.300682,25,80.490027
-0.258437,25,81.577997
-0.265963,25,82.715026
-0.466152,25,83.802027
-0.39364,25,84.940026
-0.457093,25,86.046026
-0.187018,25,87.178999
-0.212459,25,88.255026
-0.33123,25,89.395026
-0.24925,25,90.525026
-0.17212,25,91.727034
-0.115275,25,93.945999
-0.270242,25,95.161027
-0.374076,25,96.247998
-0.198128,25,97.493033
-0.368354,25,98.598026
-0.187418,25,99.687026
-0.198072,25,100.841999
-0.199151,25,101.948026
-0.262223,25,103.085026
-0.320768,25,104.172999
-0.192559,25,105.307027
-0.261354,25,106.403029
-0.15821,25,107.544026
-0.187697,25,108.626026
-0.350376,25,109.770026
-0.211026,25,110.846026
-0.117176,25,111.993027
-0.175832,25,113.092026
-0.294104,25,114.226027
-0.277491,25,115.318029
-0.298277,25,116.465027
-0.295278,25,117.551027
-0.416457,25,118.685026
-0.371302,25,119.785028
-0.172386,25,120.943026
-0.173449,25,122.032027
-0.171086,25,123.169026
-0.192599,25,124.226997
-0.319175,25,125.361026
-0.211275,25,126.448026
-0.182653,25,127.532026
-0.304328,25,128.672027
-0.258698,25,129.772
-0.188859,25,130.906026
-0.210192,25,131.988999
-0.154778,25,133.124027
-0.115398,25,134.211026
-0.175956,25,135.342997
-0.143842,25,136.421026
-0.128553,25,137.601999
-0.36388,25,138.763997
-0.14883,25,139.894027
-0.16517,25,140.980029
-0.240597,25,142.128026
-0.188976,25,143.210026
-0.208119,25,144.351026
-0.153596,25,145.444997
-0.093569,25,146.583026
-0.150748,25,147.671026
-0.28103,25,148.816027
-0.179384,25,149.899026
-0.219541,25,151.042027
-0.180099,25,152.127026
-0.255948,25,153.258026
-0.196064,25,154.350024
-0.367143,25,155.472026
-0.204058,25,156.614026
-0.19354,25,157.703
-0.390738,25,159.032997
-0.153879,25,160.285024
-0.242002,25,161.431997
-0.230578,25,162.529026
-0.161804,25,163.669027
-0.157089,25,164.752026
-0.274729,25,165.913
-0.182371,25,166.990997
-0.126078,25,168.129026
-0.140176,25,169.216029
-0.091268,25,170.353026
-0.241519,25,171.443234
-0.249422,25,172.587026
-0.391059,25,173.672
-0.251729,25,174.805043
-0.34003,25,175.906027
-0.4244,25,177.046041
-0.137927,25,178.128026
-0.159962,25,179.274
-0.25658,25,180.350026
-0.223205,25,181.497026
-0.109472,25,182.614027
-0.380569,25,183.803033
-0.216514,25,184.965025
-0.183529,25,187.107033
-0.267458,25,188.333997
-0.153222,25,189.437027
-0.132413,25,190.590026
-0.204844,25,191.695027
-0.209552,25,192.838027
-0.257952,25,193.905025
-0.143268,25,195.042027
-0.162369,25,196.132027
-0.084991,25,197.419998
-0.110234,25,198.508026
-0.202258,25,199.649027
-0.224916,25,200.733026
-0.19906,25,201.866026
-0.153832,25,202.954026
-0.184841,25,204.086026
-0.125046,25,205.17505
-0.159276,25,206.324026
-0.480106,25,207.414027
-0.166631,25,208.553026
-0.175301,25,209.634002
-0.33479,25,210.783
-0.121647,25,211.868997
-0.298406,25,212.948041
-0.160797,25,214.086026
-0.161039,25,215.187999
-0.162271,25,216.326027
-0.120083,25,217.410026
-0.105607,25,218.520997
-0.192902,25,219.607039
-0.287658,25,220.747
-0.123874,25,221.847036
-0.18407,25,222.978026
-0.255041,25,224.066
-0.10192,25,225.205026
-0.15581,25,226.299026
-0.257285,25,227.446041
-0.133905,25,228.563026
-0.308338,25,229.790026
-0.147131,25,230.873996
-0.115808,25,232.008029
-0.337637,25,233.096027
-0.125758,25,234.235027
-0.310939,25,235.332029
-0.188632,25,236.476997
-0.279583,25,237.560027
-0.13312,25,238.705026
-0.169731,25,239.789026
-0.324611,25,240.892041
-0.204987,25,242.039026
-0.234296,25,243.116027
-0.223501,25,244.253026
-0.170615,25,245.335026
-0.243005,25,246.466027
-0.165749,25,247.554027
-0.117396,25,248.692041
-0.36661,25,249.766026
-0.239771,25,250.896
-0.239824,25,251.970997
-0.132522,25,253.121026
-0.179951,25,254.296
-0.159744,25,255.647
-0.204736,25,256.775026
-0.238563,25,258.011026
-0.101956,25,259.095027
-0.282583,25,260.243027
-0.098017,25,261.330026
-0.15849,25,262.469026
-0.146339,25,263.550026
-0.135269,25,264.689041
-0.147339,25,265.781027
-0.11474,25,266.925027
-0.343381,25,268.013026
-0.1855,25,269.090026
-0.118953,25,270.228026
-0.204298,25,271.315026
-0.43256,25,272.453996
-0.135572,25,273.567026
-0.161512,25,274.83
-0.191016,25,275.929026
-0.153411,25,277.080027
-0.201317,25,278.168026
-0.203835,25,280.46918
-0.072592,25,281.565182
-0.150888,25,282.683207
-0.270972,25,283.779216
-0.189045,25,284.917182
-0.125599,25,285.97418
-0.267079,25,287.088182
-0.12816,25,288.142182
-0.237609,25,289.256182
-0.186065,25,290.317179
-0.158145,25,291.440182
-0.240333,25,292.511182
-0.263563,25,293.622182
-0.403714,25,294.688183
-0.330729,25,295.823179
-0.301038,25,296.892183
-0.079873,25,297.942182
-0.250559,25,299.068182
-0.166023,25,300.132182
-0.203628,25,301.246181
-0.184733,25,302.305182
-0.138942,25,303.414179
-0.281339,25,304.477182
-0.295491,25,305.600208
-0.209081,25,306.678209
-0.259719,25,307.793182
-0.162238,25,308.863182
-0.039341,25,309.967182
-0.367122,25,311.029208
-0.1896,25,312.146182
-0.145711,25,313.200182
-0.146333,25,314.307182
-0.090826,25,315.389182
-0.184418,25,316.504179
-0.145486,25,317.563179
-0.214148,25,318.702209
-0.142298,25,319.863182
-0.160734,25,321.002182
-0.098565,25,322.065182
-0.22012,25,323.194179
-0.166628,25,324.244179
-0.176651,25,325.30318
-0.392357,25,326.414182
-0.230423,25,327.475182
-0.22125,25,328.592182
-0.254583,25,329.653182
-0.242314,25,330.766182
-0.152787,25,331.858181
-0.139868,25,332.979219
-0.079267,25,334.052208
-0.102641,25,335.200182
-0.080734,25,336.261182
-0.253026,25,337.383182
-0.07714,25,338.438182
-0.301872,25,339.57318
-0.104957,25,340.63018
-0.310332,25,341.744182
-0.194471,25,342.810179
-0.204237,25,343.920209
-0.325185,25,344.997182
-0.312581,25,346.195207
-0.115874,25,347.521209
-0.273765,25,348.669182
-0.11583,25,349.729182
-0.080126,25,350.845183
-0.113671,25,351.907182
-0.037111,25,352.970182
-0.17678,25,354.080179
-0.197512,25,355.169212
-0.328299,25,356.303182
-0.222855,25,357.387182
-0.155418,25,358.502209
-0.106417,25,359.572182
-0.180216,25,360.703179
-0.143526,25,361.762182
-0.153015,25,362.909179
-0.201205,25,364.073179
-0.137066,25,365.191182
-0.146476,25,366.242182
-0.140036,25,367.359208
-0.139894,25,368.440209
-0.132604,25,369.554179
-0.256675,25,371.726181
-0.196644,25,372.877208
-0.305209,25,373.939182
-0.178548,25,375.06621
-0.080691,25,376.133183
-0.254351,25,377.285209
-0.123016,25,378.342182
-0.098823,25,379.451182
-0.098022,25,380.503209
-0.056981,25,381.575182
-0.259562,25,382.702182
-0.08155,25,383.772182
-0.071501,25,384.880182
-0.160091,25,385.984182
-0.187341,25,387.141212
-0.047101,25,388.196208
-0.181003,25,389.307179
-0.079655,25,390.377182
-0.207123,25,391.552866
-0.124359,25,392.697752
-0.192967,25,393.84052
-0.039234,25,394.941863
-0.233804,25,396.081855
-0.162056,25,397.142829
-0.275054,25,398.266829
-0.168742,25,399.337837
-0.152595,25,400.483856
-0.138293,25,401.578855
-0.293615,25,402.75083
-0.153895,25,403.80483
-0.11121,25,404.91283
-0.164784,25,405.994827
-0.153565,25,407.134826
-0.071949,25,408.254857
-0.176716,25,409.41383
-0.280898,25,410.539829
-0.061397,25,411.617826
-0.341722,25,412.731826
-0.099044,25,413.802871
-0.122203,25,414.932829
-0.106926,25,416.006855
-0.224278,25,417.159826
-0.077358,25,418.225856
-0.080942,25,419.356829
-0.131534,25,420.406827
-0.124839,25,421.530856
-0.068659,25,422.611829
-0.105394,25,423.738856
-0.239047,25,424.83083
-0.11655,25,425.968826
-0.091399,25,427.055829
-0.121699,25,428.175856
-0.223348,25,429.249829
-0.179658,25,430.357826
-0.194865,25,431.420856
-0.186792,25,432.55783
-0.057894,25,433.61483
-0.169995,25,434.730829
-0.325877,25,435.910867
-0.232345,25,437.185826
-0.045004,25,438.369856
-0.091613,25,439.574871
-0.151141,25,440.709829
-0.243526,25,441.784867
-0.282688,25,442.94083
-0.124728,25,444.014827
-0.059272,25,445.135829
-0.093841,25,446.205856
-0.149441,25,447.334829
-0.111733,25,448.411829
-0.131078,25,449.536829
-0.105249,25,450.601829
-0.110115,25,451.72683
-0.099982,25,452.826829
-0.10305,25,454.063829
-0.114224,25,455.157856
-0.088721,25,456.291829
-0.049725,25,457.351829
-0.273896,25,458.468864
-0.089248,25,459.545827
-0.064932,25,460.663856
-0.12317,25,461.740829
-0.085018,25,464.026826
-0.081135,25,465.102856
-0.053323,25,466.19083
-0.136089,25,467.323829
-0.071564,25,468.377829
-0.088793,25,469.489826
-0.318213,25,470.569829
-0.181868,25,471.682829
-0.105847,25,472.741829
-0.117759,25,473.861856
-0.16545,25,474.931829
-0.265154,25,476.05783
-0.235144,25,477.123858
-0.034882,25,478.254871
-0.074378,25,479.319829
-0.244591,25,480.463871
-0.081764,25,481.530829
-0.110271,25,482.661856
-0.179394,25,483.723829
-0.16014,25,484.835826
-0.229252,25,485.913829
-0.059234,25,487.032828
-0.070114,25,488.08983
-0.111635,25,489.231827
-0.10452,25,490.295858
-0.111943,25,491.416829
-0.220718,25,492.477829
-0.099157,25,493.540856
-0.126355,25,494.663826
-0.089,25,495.715829
-0.067901,25,496.825829
-0.110903,25,497.917826
-0.187892,25,499.138826
-0.073967,25,500.204826
-0.222696,25,501.337826
-0.306252,25,502.418855
-0.114454,25,503.522826
-0.017046,25,504.575856
-0.144974,25,505.727856
-0.056212,25,506.802829
-0.346847,25,507.923856
-0.197088,25,509.005827
-0.25094,25,510.119856
-0.087608,25,511.188872
-0.035756,25,512.309829
-0.042477,25,513.366826
-0.204366,25,514.476829
-0.41747,25,515.553829
-0.27035,25,516.68183
-0.245442,25,517.754829
-0.088761,25,518.860829
-0.20608,25,519.913827
-0.288306,25,520.967829
-0.308835,25,522.106829
-0.02979,25,523.161829
-0.267759,25,524.264826
-0.082272,25,525.319827
-0.077247,25,526.433856
-0.064109,25,527.51783
-0.143481,25,528.624826
-0.361114,25,529.689829
-0.297665,25,530.795829
-0.101298,25,531.852856
-0.051906,25,532.988826
-0.121914,25,534.055856
-0.112786,25,535.194829
-0.089333,25,536.25983
-0.07622,25,537.378826
-0.168105,25,538.440829
-0.102258,25,539.547829
-0.112036,25,540.604829
-0.13273,25,541.772828
-0.434931,25,542.908827
-0.047816,25,544.029831
-0.331709,25,545.114831
-0.117967,25,546.343827
-0.16076,25,547.507826
-0.28759,25,548.651829
-0.150871,25,549.759856
-0.087491,25,550.818829
-0.333403,25,551.941856
-0.14132,25,553.008829
-0.047292,25,555.215827
-0.2645,25,556.303826
-0.210528,25,557.434857
-0.130798,25,558.512829
-0.058767,25,559.620829
-0.207211,25,560.698855
-0.279512,25,561.841828
-0.110379,25,562.919827
-0.138691,25,564.03783
-0.201302,25,565.11683
-0.118142,25,566.227826
-0.035205,25,567.283829
-0.043034,25,568.40383
-0.108096,25,569.459829
-0.288685,25,570.591829
-0.295132,25,571.67083
-0.059889,25,572.797826
-0.215296,25,573.86183
-0.182416,25,574.991826
-0.053984,25,576.046826
-0.331983,25,577.124829
-0.030755,25,578.233829
-0.272774,25,579.290829
-0.045276,25,580.392826
-0.03,25,581.441826
-0.061955,25,582.554829
-0.342057,25,583.615829
-0.039405,25,584.734826
-0.22489,25,585.79283
-0.037924,25,586.96883
-0.049825,25,588.136871
-0.260095,25,589.26483
-0.047348,25,590.32719
-0.033877,25,591.429827
